,Handle,Date,Compound,Positive,Neutral,Negative,Tweet Text,Tweets Ago
260,FoxNews,Sat Apr 28 01:16:59 +0000 2018,0.0,0.0,1.0,0.0,".@THEHermanCain: ""Memo to Senate - You are not President."" #Hannity https://t.co/8XaaY9UTWL",61
261,FoxNews,Sat Apr 28 01:14:42 +0000 2018,-0.3597,0.0,0.878,0.122,".@RepMattGaetz: ""We have some Senate Republicans who are more worried about protecting Bob Mueller than they are ab… https://t.co/f9tRjFYVpQ",62
262,FoxNews,Sat Apr 28 01:12:06 +0000 2018,0.4168,0.148,0.852,0.0,".@THEHermanCain: ""The American people - including some Democrats - are not stupid. We've had enough evidence come o… https://t.co/LiXPGgackb",63
263,FoxNews,Sat Apr 28 01:11:17 +0000 2018,0.7003,0.367,0.633,0.0,Former model 'eaten alive' while in care of Georgia nursing home https://t.co/7DzaQPGKsw,64
264,FoxNews,Sat Apr 28 01:11:08 +0000 2018,-0.4215,0.0,0.763,0.237,Award-winning wildlife photo disqualified because it features a 'stuffed anteater' https://t.co/M7abSEYsbQ,65
265,FoxNews,Sat Apr 28 01:08:21 +0000 2018,0.802,0.369,0.631,0.0,".@RepMattGaetz: ""This report is a decisive win for @POTUS... Russians had a greater involvement in the drafting of… https://t.co/q1CKhpPG1b",66
266,FoxNews,Sat Apr 28 01:07:22 +0000 2018,-0.6369,0.0,0.574,0.426,".@THEHermanCain: ""[@Comey] lied and lied and lied."" #Hannity https://t.co/xOneDjON5j",67
267,FoxNews,Sat Apr 28 01:06:21 +0000 2018,-0.296,0.0,0.864,0.136,"President @realDonaldTrump: ""There was no collusion between the Trump campaign and the Russian people."" https://t.co/SBCZoVwAj0",68
268,FoxNews,Sat Apr 28 01:04:33 +0000 2018,0.0,0.0,1.0,0.0,Texas Dem group crops Melania out of viral presidents photo https://t.co/mchBWfJlch,69
269,FoxNews,Sat Apr 28 01:04:13 +0000 2018,-0.4215,0.0,0.703,0.297,"Stormy Daniels lawsuit against Trump, Michael Cohen, delayed by judge https://t.co/6R9l3WhJzB",70
270,FoxNews,Sat Apr 28 01:04:05 +0000 2018,0.6249,0.255,0.745,0.0,"Great white shark Hilton, 1,326-pound real life 'Jaws,' spotted off Gulf Coast https://t.co/mJY0gJJQrh",71
271,FoxNews,Sat Apr 28 01:03:49 +0000 2018,-0.5423,0.0,0.759,0.241,Florida dad outraged by sexually explicit question on teen's homework assignment https://t.co/mrlMGQVJg5,72
272,FoxNews,Sat Apr 28 01:03:43 +0000 2018,-0.4215,0.124,0.619,0.257,"'Clear double standard': As Comey denies illegally leaking memo, others prosecuted for mishandling classified mater… https://t.co/0H7z9LZm3v",73
273,FoxNews,Sat Apr 28 00:58:47 +0000 2018,-0.1779,0.0,0.898,0.102,"'So, They Would Hide Treason?': @TuckerCarlson Debates Obama Campaign Staffer on GOP Covering up 'Collusion'
https://t.co/pmLqZpnGbq",74
274,FoxNews,Sat Apr 28 00:57:34 +0000 2018,0.0,0.0,1.0,0.0,NBC won't launch full investigation into Tom Brokaw allegations https://t.co/qwAk2G1IMR,75
275,FoxNews,Sat Apr 28 00:54:10 +0000 2018,0.8019,0.31,0.69,0.0,".@Enrique_Acevedo: ""You're not getting the criminals. You're getting the best of Mexico. The people who are wanting… https://t.co/pDDstlTtXp",76
276,FoxNews,Sat Apr 28 00:45:21 +0000 2018,-0.5106,0.0,0.645,0.355,".@JesseBWatters: ""McCabe's a liar. @Comey's a liar."" #TheFive https://t.co/9GCEWPAbiy",77
277,FoxNews,Sat Apr 28 00:41:59 +0000 2018,0.7003,0.286,0.714,0.0,".@Varneyco on universal basic income: ""Thank goodness that this experiment is coming to an end... You want money, g… https://t.co/JcRPkNlmyE",78
278,FoxNews,Sat Apr 28 00:39:57 +0000 2018,-0.875,0.0,0.583,0.417,.@newtgingrich: Alfie Evans is condemned to die at 23 months because of Britain's scary secular state https://t.co/6BYqa1ojuH,79
279,FoxNews,Sat Apr 28 00:39:48 +0000 2018,0.4404,0.139,0.861,0.0,"Deputy @ICEgov Dir. Tom Homan on caravan: ""If they're really seeking asylum, they just passed through a safe nation… https://t.co/3ncqAvTBXM",80
280,FoxNews,Sat Apr 28 00:36:40 +0000 2018,-0.5423,0.0,0.837,0.163,".@TuckerCarlson on @NBC: ""Bc they traffic in the poison that is identity politics—which is a cul-de-sac &amp; will dest… https://t.co/JZd7iPZfzG",81
281,FoxNews,Sat Apr 28 00:30:54 +0000 2018,0.0,0.0,1.0,0.0,.@WhiteHouse Photo of the Week: President @realDonaldTrump poses with children during Take Our Sons and Daughters t… https://t.co/HMVrtkFr15,82
282,FoxNews,Sat Apr 28 00:24:08 +0000 2018,0.0,0.0,1.0,0.0,"Moments ago, The @WhiteHouse released its Photos of the Week. https://t.co/9Ip0mCCxAb",83
283,FoxNews,Sat Apr 28 00:22:03 +0000 2018,-0.4927,0.0,0.775,0.225,Wisconsin bar's name stirs controversy in #MeToo era: It's 'very irresponsible' https://t.co/ozItsKDk6c,84
284,FoxNews,Sat Apr 28 00:21:00 +0000 2018,-0.34,0.0,0.893,0.107,"Terry Turchie, former @FBI official: ""If you look at the Prairie Fire ideology written by Bill Ayers and several ot… https://t.co/PYB38gW9fA",85
285,FoxNews,Sat Apr 28 00:20:00 +0000 2018,0.7089,0.257,0.743,0.0,".@KatiePavlich: ""To see the progress here, I think, is really inspiring and I think that @POTUS deserves a lot of c… https://t.co/jxzqzBtdQB",86
286,FoxNews,Sat Apr 28 00:14:00 +0000 2018,-0.7906,0.0,0.6,0.4,".@MZHemingway: ""After a year of rigorous investigation, there's no actual evidence of treasonous collusion between… https://t.co/DG4fKkAlgQ",87
287,FoxNews,Sat Apr 28 00:11:46 +0000 2018,0.5423,0.209,0.791,0.0,"Terry Turchie, former @FBI official: ""The Democratic Party is important. It's part of our two-party system. But it… https://t.co/IsI1EzEXjq",88
288,FoxNews,Sat Apr 28 00:08:37 +0000 2018,0.296,0.165,0.728,0.107,".@TuckerCarlson: ""Investigators found no evidence of collusion or coordination of any kind between the Russian gove… https://t.co/RgrLSjMV9X",89
289,FoxNews,Sat Apr 28 00:04:49 +0000 2018,0.0516,0.079,0.921,0.0,SPOTTED: A young giraffe made a break for it after escaping from an Indiana zoo. https://t.co/FdH7qV96nd https://t.co/dvU8O40VBG,90
290,FoxNews,Sat Apr 28 00:03:23 +0000 2018,0.7574,0.302,0.698,0.0,Too cute! Adorable little boy and his mom talk to @marthamaccallum about receiving prosthetic leg from… https://t.co/7hkykHQZXj,91
291,FoxNews,Fri Apr 27 23:54:01 +0000 2018,0.0,0.0,1.0,0.0,TONIGHT: Ambassador to Germany @RichardGrenell gives his first post-confirmation interview to @ShannonBream. Tune i… https://t.co/BU7VeB3WOU,92
292,FoxNews,Fri Apr 27 23:51:44 +0000 2018,0.0,0.0,1.0,0.0,".@PastorDScott: ""@kanyewest is his own man, and he has a long relationship with @POTUS, and he's told himself, 'I'm… https://t.co/xDL4gOG29T",93
293,FoxNews,Fri Apr 27 23:44:00 +0000 2018,-0.4536,0.0,0.851,0.149,".@RepDesantis: ""It's really, really crazy to hear [@Comey] try to say that Republicans funded Christopher Steele an… https://t.co/aH4RFFXq5z",94
294,FoxNews,Fri Apr 27 23:39:32 +0000 2018,-0.2006,0.0,0.893,0.107,".@DonBlankenship: ""This country needs be very tough on drugs, and that's what I'll be."" #TheStory… https://t.co/v99Kslz0r6",95
295,FoxNews,Fri Apr 27 23:34:41 +0000 2018,0.1139,0.071,0.929,0.0,"West Virginia Senate primary heats up; @pdoocy reports. #TheStory

Don't miss the May 1st WV GOP Senate Primary Deb… https://t.co/gy6i2wGUaS",96
296,FoxNews,Fri Apr 27 23:31:16 +0000 2018,0.0,0.0,1.0,0.0,MAY 1st: The West Virginia GOP Senate Primary Debate moderated by @BretBaier and @marthamaccallum - Tune in at 6:30… https://t.co/9sAGDAlqk2,97
297,FoxNews,Fri Apr 27 23:28:33 +0000 2018,0.0,0.0,1.0,0.0,Fox News Poll: WV GOP Senate primary. https://t.co/M1dVMvKpHB,98
298,FoxNews,Fri Apr 27 23:25:32 +0000 2018,0.1027,0.069,0.931,0.0,"A father and his son await tutorship by immigration lawyers in Tijuana, Mexico, Friday, April 27, 2018. Close to to… https://t.co/X9FCluO58B",99
299,FoxNews,Fri Apr 27 23:25:00 +0000 2018,0.0,0.0,1.0,0.0,"On @foxandfriends, @SenatorTimScott seconded @chancetherapper's statement: ""Black people don’t have to be democrats… https://t.co/JHa5HXlbdB",100
300,CBSNews,Sat Apr 28 06:03:04 +0000 2018,-0.4767,0.0,0.829,0.171,"University of Utah ""Cry Closet"" lets students ""just let it all out"" during finals https://t.co/pfubUj389u https://t.co/2fhwai8kt7",1
301,CBSNews,Sat Apr 28 05:48:04 +0000 2018,-0.5574,0.0,0.816,0.184,"""She stepped into her coffin"": Family of woman who died after American Airlines flight sue https://t.co/VHPag236E4 https://t.co/CtDV4NQOme",2
302,CBSNews,Sat Apr 28 05:33:03 +0000 2018,0.4767,0.316,0.558,0.126,"""My fault yo"": Chance the Rapper apologizes for defending Kanye West's embrace of Trump https://t.co/xRKCE6yiB4 https://t.co/TjLBb2XBMp",3
303,CBSNews,Sat Apr 28 05:18:04 +0000 2018,-0.6705,0.0,0.727,0.273,Seven students killed in stabbing rampage at middle school in China https://t.co/COshause7Z https://t.co/5LcmW6OXZy,4
304,CBSNews,Sat Apr 28 05:03:04 +0000 2018,-0.296,0.0,0.864,0.136,"Woman discovers slain cop in her yard, realizes she helped raise fugitive suspect https://t.co/XIPSvLNkbv https://t.co/fybxDIZO4V",5
305,CBSNews,Sat Apr 28 04:48:04 +0000 2018,0.6908,0.363,0.637,0.0,Rallies for peace as Mexican rapper QBA admits dissolving bodies https://t.co/jtOT9AyAKo https://t.co/mvpw72IFLp,6
306,CBSNews,Sat Apr 28 04:46:05 +0000 2018,0.0,0.0,1.0,0.0,"Mongolia, Singapore are final two sites under consideration for Trump-Kim Jong Un meeting https://t.co/BVTCLNSepJ https://t.co/FXCSJUg3oC",7
307,CBSNews,Sat Apr 28 04:33:03 +0000 2018,-0.5423,0.0,0.759,0.241,"Amy Schumer says she was hospitalized with ""horrible kidney infection"" https://t.co/EAlnpCwynN https://t.co/pfFsYRUK9c",8
308,CBSNews,Sat Apr 28 04:18:04 +0000 2018,-0.7579,0.0,0.667,0.333,"Privacy concerns after public genealogy database used to ID ""Golden State Killer"" suspect https://t.co/2zeOfYnAGp https://t.co/Bc3dw11C7E",9
309,CBSNews,Sat Apr 28 04:03:03 +0000 2018,0.4404,0.244,0.756,0.0,New technology offers hope for people with tinnitus https://t.co/i5ZswEXDrQ https://t.co/azaMl2cwEZ,10
310,CBSNews,Sat Apr 28 03:48:05 +0000 2018,0.0,0.0,1.0,0.0,Video shows Georgia police slamming ex-NFL player to the ground https://t.co/oDE8Veh4cd https://t.co/V1kzNwlcmL,11
311,CBSNews,Sat Apr 28 03:40:06 +0000 2018,-0.5574,0.0,0.714,0.286,"Detroit police cracks down on citywide ""paintball wars"" https://t.co/GOXcMwWbsX https://t.co/6xekzHmBcQ",12
312,CBSNews,Sat Apr 28 03:33:03 +0000 2018,0.3818,0.191,0.809,0.0,"Pres. Trump deserves credit for North-South Korea summit, experts say https://t.co/WUZzNViTTv https://t.co/v9WWzpkzvd",13
313,CBSNews,Sat Apr 28 03:18:03 +0000 2018,-0.296,0.0,0.82,0.18,Texas couple accused of enslaving girl for 16 years https://t.co/xXAXHFp0kE https://t.co/vTKOLJbKOd,14
314,CBSNews,Sat Apr 28 03:03:03 +0000 2018,0.0,0.0,1.0,0.0,Evidence of world's biggest child sacrifice discovered https://t.co/T3AYw7cM5m https://t.co/O51irPZaaH,15
315,CBSNews,Sat Apr 28 03:00:21 +0000 2018,0.128,0.143,0.857,0.0,"Migrant ""caravan"" gets legal aid near U.S. border https://t.co/pUp30L3O0C https://t.co/7e38trDvlk",16
316,CBSNews,Sat Apr 28 02:40:01 +0000 2018,0.0,0.0,1.0,0.0,"Temple University, where Bill Cosby long served as a leading public face and key fundraiser, said it will rescind t… https://t.co/zPkQdRRMJv",17
317,CBSNews,Sat Apr 28 02:20:40 +0000 2018,-0.1779,0.084,0.802,0.114,"Sex created the problem. Will robots will get us out of it? Stream the new CBSN Originals documentary, “Replacing H… https://t.co/JK8I5Iwt2V",18
318,CBSNews,Sat Apr 28 02:00:02 +0000 2018,-0.0772,0.147,0.691,0.161,"Amy Schumer is recovering after being hospitalized with a ""horrible kidney infection,"" the ""I Feel Pretty"" actress… https://t.co/vYxs42w3h8",19
319,CBSNews,Sat Apr 28 01:40:01 +0000 2018,0.6124,0.238,0.762,0.0,"National security experts, and even the South Korean foreign minister, credit Pres. Trump for bringing North Korea… https://t.co/h00CSvfr2Z",20
320,CBSNews,Sat Apr 28 01:20:01 +0000 2018,0.0,0.0,1.0,0.0,Your insurance company likely knows a lot more about you than Facebook https://t.co/zujq1ltmj5 https://t.co/2NOzoz6vtJ,21
321,CBSNews,Sat Apr 28 01:00:02 +0000 2018,-0.0772,0.109,0.769,0.122,Can a discovery that has already restored sight in genetically blind mice do the same in humans? @60Minutes reports… https://t.co/zidn5DuD1t,22
322,CBSNews,Sat Apr 28 00:40:01 +0000 2018,0.0,0.0,1.0,0.0,"Former NBC News anchor Tom Brokaw responds to sexual misconduct allegations: ""I was ambushed and then perp walked""… https://t.co/xsXvGk3pm6",23
323,CBSNews,Sat Apr 28 00:20:00 +0000 2018,0.144,0.076,0.924,0.0,"In the world of minor league baseball, where most young fans want to meet a player, this 10-year-old stands alone:… https://t.co/OXZyrEevT8",24
324,CBSNews,Sat Apr 28 00:00:02 +0000 2018,-0.8271,0.0,0.633,0.367,Residents of a Vermont town are angry and fearful after a teen accused of a school shooting plot is released… https://t.co/D8TUVhaeNc,25
325,CBSNews,Fri Apr 27 23:40:22 +0000 2018,0.0,0.0,1.0,0.0,"When humans started disappearing, Japan started building “something better.” Stream the new CBSN Originals document… https://t.co/3PcnLijzg2",26
326,CBSNews,Fri Apr 27 23:20:01 +0000 2018,-0.4588,0.0,0.88,0.12,"Father Pat Conroy says he was forced out as House chaplain by Speaker Paul Ryan -- now, members of Congress are dem… https://t.co/7ZBgDV0QRP",27
327,CBSNews,Fri Apr 27 23:00:02 +0000 2018,-0.2263,0.0,0.899,0.101,"Judge delays lawsuit by adult film actress Stormy Daniels against President Trump and his personal attorney, Michae… https://t.co/s0VfvZ5jYN",28
328,CBSNews,Fri Apr 27 23:00:02 +0000 2018,-0.4215,0.081,0.699,0.221,"RT @CBSEveningNews: Baseball umpires have the toughest job in the game, making tough calls and creating enemies by the inning
 
But for thi…",29
329,CBSNews,Fri Apr 27 22:54:27 +0000 2018,-0.5859,0.0,0.78,0.22,"RT @CBSEveningNews: Joseph James DeAngelo, the ex-police officer suspected of being the notorious ""Golden State Killer,"" appeared in court…",30
330,CBSNews,Fri Apr 27 22:48:00 +0000 2018,-0.296,0.0,0.901,0.099,RT @CBSEveningNews: A Vermont teen accused of plotting a shooting with mass casualties at his former high school was released into the cust…,31
331,CBSNews,Fri Apr 27 22:47:31 +0000 2018,-0.6369,0.0,0.785,0.215,"RT @CBSEveningNews: Paul Ryan has forced out House chaplain, Rev. Patrick Conroy

Conroy's resignation letter said he was offering to step…",32
332,CBSNews,Fri Apr 27 22:47:30 +0000 2018,0.4767,0.14,0.86,0.0,RT @CBSEveningNews: Republicans on the House Intelligence Committee released their report on Russian meddling in the 2016 election &amp; found…,33
333,CBSNews,Fri Apr 27 22:47:01 +0000 2018,-0.2732,0.101,0.758,0.141,"RT @CBSEveningNews: A woman who worked as a war correspondent for NBC News said Tom Brokaw groped her, twice tried to forcibly kiss her
 
B…",34
334,CBSNews,Fri Apr 27 22:38:31 +0000 2018,-0.6249,0.0,0.83,0.17,"RT @CBSEveningNews: The nationwide ""E coli"" outbreak from contaminated romaine lettuce is now the worst multi-state outbreak in more than a…",35
335,CBSNews,Fri Apr 27 22:35:00 +0000 2018,-0.2083,0.186,0.655,0.16,"RT @CBSEveningNews: Pres. Trump hailed an agreement btwn N.&amp; S. Korean leaders in their historic summit, tweeting ""KOREAN WAR TO END!""
 
Bu…",36
336,CBSNews,Fri Apr 27 22:31:00 +0000 2018,0.4404,0.112,0.888,0.0,"RT @CBSEveningNews: We’re on the air in the East. @JeffGlor is live from Studio 57 in NYC
Thanks for being with us #OriginalReporting #CBSE…",37
337,CBSNews,Fri Apr 27 22:20:01 +0000 2018,0.4767,0.316,0.558,0.126,"""My fault yo"": Chance the Rapper apologizes for defending Kanye West's embrace of Pres. Trump… https://t.co/Dy5OLuqT8N",38
338,CBSNews,Fri Apr 27 22:00:02 +0000 2018,-0.6808,0.0,0.741,0.259,"Rep. Patrick Meehan (R-PA), who used taxpayer money to settle a former aide's sexual harassment charges, abruptly r… https://t.co/S2YmLb2tuf",39
339,CBSNews,Fri Apr 27 21:40:01 +0000 2018,0.0,0.0,1.0,0.0,"Speaking hours after inter-Korean summit, Sec. of State Mike Pompeo says Kim Jong Un is ""serious"" about denucleariz… https://t.co/4zB8BOVQDf",40
340,CBSNews,Fri Apr 27 21:25:02 +0000 2018,0.0,0.0,1.0,0.0,Judge orders Bill Cosby to remain in his suburban Philadelphia home and be fitted with a GPS monitor… https://t.co/cFzBwysOQp,41
341,CBSNews,Fri Apr 27 21:02:01 +0000 2018,0.0,0.0,1.0,0.0,"Gina Haspel, President Trump's nominee for CIA director, told senators that the CIA would ""never restart"" interroga… https://t.co/ubXefvgTSL",42
342,CBSNews,Fri Apr 27 20:52:43 +0000 2018,-0.7351,0.0,0.721,0.279,"NOW: Suspected ""Golden State Killer"" arraigned in Sacramento, California; police say Joseph James DeAngelo is the s… https://t.co/uEnNM9kqWD",43
343,CBSNews,Fri Apr 27 20:40:01 +0000 2018,0.0,0.0,1.0,0.0,Russian lawyer who met with Donald Trump Jr. in 2016 says she is an informant to the Russian attorney general… https://t.co/Zj0Txplmgk,44
344,CBSNews,Fri Apr 27 20:20:01 +0000 2018,0.0,0.0,1.0,0.0,Wynn Resorts is proposing renaming its Massachusetts casino set to open next year https://t.co/O0X1rotAg2 https://t.co/ulr3nW9SAa,45
345,CBSNews,Fri Apr 27 20:03:01 +0000 2018,0.0,0.0,1.0,0.0,"Hundreds of Palestinians converge on the Gaza Strip's border fence with Israel, trying to rip through it before dra… https://t.co/5QRSnHeOLU",46
346,CBSNews,Fri Apr 27 19:34:31 +0000 2018,-0.6249,0.0,0.806,0.194,Current E. coli outbreak tied to romaine lettuce is the worst multi-state outbreak in more than a decade… https://t.co/BT7pQGp6qi,47
347,CBSNews,Fri Apr 27 19:11:36 +0000 2018,0.0,0.0,1.0,0.0,Tom Brokaw withdraws as university commencement speaker after former NBC News correspondent alleges sexual harassme… https://t.co/qwmWMtDd8x,48
348,CBSNews,Fri Apr 27 18:52:06 +0000 2018,0.7579,0.349,0.651,0.0,"CBS News senior national security contributor Michael Morell: ""It's true there's been a huge distance between Presi… https://t.co/PKrUymjAdw",49
349,CBSNews,Fri Apr 27 18:32:46 +0000 2018,0.5574,0.167,0.833,0.0,"""He's an American hero, and I think he's been treated very unfairly,"" Pres. Trump says of allegations against Adm.… https://t.co/9KUgQUzOWS",50
350,CBSNews,Fri Apr 27 18:31:38 +0000 2018,0.4215,0.175,0.726,0.098,"""These were false accusations about a great man,"" Pres. Trump says of Adm. Ronny Jackson, who withdrew from conside… https://t.co/Ii7NC88KlF",51
351,CBSNews,Fri Apr 27 18:25:11 +0000 2018,0.5423,0.149,0.851,0.0,"Pres. Trump on potential of peace between North and South Korea: ""I think I have a responsibility to see if I can d… https://t.co/a9UZl5A4XJ",52
352,CBSNews,Fri Apr 27 18:22:38 +0000 2018,0.0,0.0,1.0,0.0,"Pres. Trump on North Korea: ""Things have changed very radically from a few months ago. You know, the name calling a… https://t.co/K4DDLfIr1C",53
353,CBSNews,Fri Apr 27 18:17:14 +0000 2018,0.0,0.0,1.0,0.0,"German Chancellor Angela Merkel: ""We are of the opinion that the [Iran nuclear deal] is a first step that has contr… https://t.co/R5DTHyTAu0",54
354,CBSNews,Fri Apr 27 18:10:19 +0000 2018,-0.3818,0.101,0.736,0.163,"""We must ensure that this murderous regime does not even get close to a nuclear weapon,"" Pres. Trump says of Iran,… https://t.co/lWz9ASGBmC",55
355,CBSNews,Fri Apr 27 18:07:54 +0000 2018,0.0,0.0,1.0,0.0,"Pres. Trump says he is ""encouraged"" by historic meeting between Kim Jong Un and South Korean Pres. Moon Jae-in… https://t.co/HWlHlnZkLF",56
356,CBSNews,Fri Apr 27 18:05:48 +0000 2018,0.0,0.0,1.0,0.0,"NOW: Pres. Trump, German Chancellor Angela Merkel hold joint press conference at the White House… https://t.co/Php6qHg4Ju",57
357,CBSNews,Fri Apr 27 17:52:37 +0000 2018,-0.6597,0.0,0.769,0.231,Lawmakers exiting a GOP meeting say Speaker Paul Ryan told them the House chaplain was forced to resign after lawma… https://t.co/Ioz22pgtfu,58
358,CBSNews,Fri Apr 27 17:35:01 +0000 2018,-0.0387,0.156,0.678,0.166,"""Avengers: Infinity War"" receives mostly positive, but also tepid reviews https://t.co/uzHVJuMAjf https://t.co/i68HJpFgSf",59
359,CBSNews,Fri Apr 27 17:20:01 +0000 2018,0.6908,0.231,0.769,0.0,Thousands are taking to the streets in Mexico to rally for peace as rapper QBA admits he dissolved 3 students' bodi… https://t.co/Y8rrbGgMZt,60
360,CBSNews,Fri Apr 27 17:10:02 +0000 2018,0.5106,0.281,0.719,0.0,Judge dismisses Paul Manafort's civil suit challenging special counsel Robert Mueller's authority… https://t.co/2IWcglexyw,61
361,CBSNews,Fri Apr 27 17:05:01 +0000 2018,-0.6705,0.0,0.743,0.257,"7 students killed in a stabbing rampage at a middle school in China's northwest, authorities say… https://t.co/iTHmYSVgsc",62
362,CBSNews,Fri Apr 27 16:50:02 +0000 2018,0.659,0.196,0.804,0.0,"""We have a really great relationship,"" President Trump says of German Chancellor Angela Merkel as they meet in the… https://t.co/jirHkI8obA",63
363,CBSNews,Fri Apr 27 16:44:35 +0000 2018,-0.1027,0.0,0.935,0.065,"Hard numbers:
17: S. Korea officials believe country is targeted by 1.5M N. Korea hacking attempts per day -- about… https://t.co/mPqIbMZ3CY",64
364,CBSNews,Fri Apr 27 16:38:39 +0000 2018,0.0,0.0,1.0,0.0,North Korean leader Kim Jong Un and South Korean President Moon Jae-in held a monumental summit in the Demilitarize… https://t.co/Eg2pSQ5GSb,65
365,CBSNews,Fri Apr 27 16:35:01 +0000 2018,-0.25,0.117,0.714,0.168,"""Truth prevails"": Andrea Constand, the woman Bill Cosby was convicted of sexually assaulting, hails verdict… https://t.co/4sj3rOpmOE",66
366,CBSNews,Fri Apr 27 16:22:02 +0000 2018,-0.8519,0.0,0.617,0.383,The family of a South Carolina woman who died after suffering a medical emergency during an American Airlines fligh… https://t.co/GL5sf4APcV,67
367,CBSNews,Fri Apr 27 16:20:21 +0000 2018,-0.1803,0.129,0.717,0.154,"""I don't think he is playing, no. I don't think he is playing. It has never gone like this. It has never gone this… https://t.co/6TBF3fKDgo",68
368,CBSNews,Fri Apr 27 16:17:58 +0000 2018,-0.1027,0.101,0.784,0.116,"""We have it broken down to probably two sites now -- two or three sites, locations. And hopefully, we are going to… https://t.co/nlWBhoUfWg",69
369,CBSNews,Fri Apr 27 16:16:04 +0000 2018,0.8942,0.374,0.626,0.0,"""I was very honored by the report. It was totally conclusive. Strong. Powerful. Many things said that nobody knew a… https://t.co/6LSRiyGSJx",70
370,CBSNews,Fri Apr 27 16:13:02 +0000 2018,0.0,0.0,1.0,0.0,MOMENTS AGO: President Trump meets with German Chancellor Angela Merkel in the Oval Office https://t.co/izRLoAHP70 https://t.co/qv6Pow0Ecf,71
371,CBSNews,Fri Apr 27 16:02:12 +0000 2018,0.4019,0.162,0.838,0.0,MOMENTS AGO: President Trump welcomes German Chancellor Angela Merkel to the White House https://t.co/GEoXtw1Cu6 https://t.co/wZ80jMYSEe,72
372,CBSNews,Fri Apr 27 15:45:02 +0000 2018,0.0,0.0,1.0,0.0,"Archaeologists in Peru have found evidence of the biggest-ever sacrifice of children, uncovering the remains of mor… https://t.co/6yKP4qwCCt",73
373,CBSNews,Fri Apr 27 15:30:02 +0000 2018,-0.6486,0.0,0.751,0.249,"Three people are dead after a medical helicopter crashed in northern Wisconsin, authorities say… https://t.co/sEnEyz6YIU",74
374,CBSNews,Fri Apr 27 15:09:06 +0000 2018,0.0,0.0,1.0,0.0,Team USA gives President Trump two flags signed by the team's delegation https://t.co/R0rBHAjqhA https://t.co/bya78a8ogp,75
375,CBSNews,Fri Apr 27 15:01:32 +0000 2018,0.7783,0.264,0.736,0.0,"WATCH: President Trump calls up Team USA's Red Gerard, who won a gold medal in men's snowboard slopestyle at the 20… https://t.co/XJYDk78bFt",76
376,CBSNews,Fri Apr 27 14:57:31 +0000 2018,0.4939,0.154,0.846,0.0,"""I want to express my hope that all of the people of Korea -- North Korea and South -- can someday live in harmony,… https://t.co/X83cLiQOLU",77
377,CBSNews,Fri Apr 27 14:55:02 +0000 2018,-0.1779,0.106,0.754,0.141,"Colorado teachers are protesting this week for higher salaries and increased money for schools, prompting questions… https://t.co/Xxpp7wYWiB",78
378,CBSNews,Fri Apr 27 14:54:47 +0000 2018,0.4019,0.162,0.838,0.0,WATCH LIVE: President Trump welcomes members of Team USA to the White House https://t.co/BEGO0Bgud4 https://t.co/afdpnbAmUL,79
